figure,fold,subset,r2,spearman,rmse,mae,size,true_value,pred_value
CV_bar,1.0,train,0.9024751350956731,0.9670779317943764,0.06026603513329997,0.038352125257611475,164.0,,
CV_bar,1.0,val,0.36222937321362303,0.5809091645733734,0.14330011107813023,0.10275976694309238,42.0,,
CV_bar,2.0,train,0.9061414841487332,0.9715571821654692,0.05823993986878903,0.03671875585884017,165.0,,
CV_bar,2.0,val,0.5837110234962428,0.7479094076655053,0.12600077490299003,0.09905312706232838,41.0,,
CV_bar,3.0,train,0.9057715927865807,0.9756337990543105,0.057544766488912935,0.03504340477105039,165.0,,
CV_bar,3.0,val,0.39324780159526174,0.6222996515679444,0.15833331928009353,0.12433249471411115,41.0,,
CV_bar,4.0,train,0.919515384356555,0.9752036972724603,0.05400799627989166,0.03694671829846385,165.0,,
CV_bar,4.0,val,0.5079007895957122,0.6782229965156795,0.1358082513404883,0.09077610537809165,41.0,,
CV_bar,5.0,train,0.9068473569710978,0.9750380680148534,0.059452402091288506,0.03752672818620352,165.0,,
CV_bar,5.0,val,0.4998382645655475,0.7210801393728226,0.12406936849293251,0.09440900278886831,41.0,,
scatter,,train,,,,,,0.0263577738219191,0.03236100822687149
scatter,,train,,,,,,0.3180986128371343,0.3138352334499359
scatter,,train,,,,,,0.1795040808786484,0.21731045842170715
scatter,,train,,,,,,0.0218150673428945,0.13387401401996613
scatter,,train,,,,,,0.2440718100292211,0.2861279845237732
scatter,,train,,,,,,0.0071079501561817,0.015096954070031643
scatter,,train,,,,,,0.1896097134988076,0.13689777255058289
scatter,,train,,,,,,0.3157978705538575,0.3168066442012787
scatter,,train,,,,,,0.4852508984650522,0.4167366325855255
scatter,,train,,,,,,0.2318165439324219,0.34312230348587036
scatter,,train,,,,,,0.457005461743862,0.4702181816101074
scatter,,train,,,,,,0.4415283982131462,0.42013734579086304
scatter,,train,,,,,,0.4773536425620529,0.43936482071876526
scatter,,train,,,,,,0.4021806670473247,0.40300801396369934
