figure,fold,subset,r2,spearman,rmse,mae,size,true_value,pred_value
scatter,,train,,,,,,0.0002686998287038,0.002147150691598654
scatter,,train,,,,,,0.6543890437644847,0.49490609765052795
scatter,,train,,,,,,0.1032311154401639,0.11941207200288773
scatter,,train,,,,,,0.3338805293386626,0.3577229082584381
scatter,,train,,,,,,0.0125743122963759,0.05276140943169594
scatter,,train,,,,,,0.5308710912571794,0.4861156642436981
scatter,,train,,,,,,0.3659523729553622,0.374118447303772
scatter,,train,,,,,,0.2324841299163672,0.2700329124927521
scatter,,train,,,,,,0.4334128236993249,0.4137667417526245
scatter,,train,,,,,,0.2923538104994458,0.2865886092185974
scatter,,train,,,,,,0.3676779296678198,0.34953954815864563
scatter,,train,,,,,,0.3299675880831626,0.3480672240257263
scatter,,train,,,,,,0.1691969233869613,0.14762091636657715
scatter,,train,,,,,,0.4249109931817418,0.3747161626815796
scatter,,train,,,,,,0.4183950223356732,0.3868616819381714
scatter,,train,,,,,,0.5756641923890774,0.5371270775794983
scatter,,train,,,,,,0.0025022671548046,0.011653018184006214
scatter,,train,,,,,,0.0256860242501595,0.0628802552819252
scatter,,train,,,,,,0.160153494777147,0.1695149838924408
scatter,,train,,,,,,0.4539053840728177,0.45049887895584106
scatter,,train,,,,,,0.5626658381755283,0.4844103753566742
scatter,,train,,,,,,0.499164511470124,0.45883411169052124
scatter,,train,,,,,,0.0141235347462466,0.02005995810031891
scatter,,train,,,,,,0.3241233668088537,0.3309876024723053
scatter,,train,,,,,,0.7511744483256643,0.6270243525505066
scatter,,train,,,,,,0.1689114298189634,0.1804448962211609
scatter,,train,,,,,,0.2303723172001478,0.19901105761528015
scatter,,train,,,,,,0.2848134215564437,0.2664789855480194
scatter,,train,,,,,,0.0134979679575454,0.08497128635644913
scatter,,train,,,,,,0.4308685721962853,0.34263572096824646
scatter,,train,,,,,,0.7601937997514527,0.5889832377433777
scatter,,train,,,,,,0.0645971181943371,0.19041243195533752
scatter,,train,,,,,,0.1182825042824035,0.13426856696605682
scatter,,train,,,,,,0.080064152084103,0.15866918861865997
scatter,,train,,,,,,0.2111854700567628,0.25781023502349854
scatter,,train,,,,,,0.3283553891109394,0.3603477478027344
scatter,,train,,,,,,0.0028045544620965,0.009344193153083324
scatter,,train,,,,,,0.1819685621200416,0.23787187039852142
scatter,,train,,,,,,0.3840486959661438,0.41747334599494934
scatter,,train,,,,,,0.2860225707856111,0.29514309763908386
scatter,,train,,,,,,0.0616792059920061,0.11548734456300735
scatter,,train,,,,,,0.0,0.01305709034204483
scatter,,train,,,,,,0.0416736640580391,0.1322288066148758
scatter,,train,,,,,,0.3718007926644947,0.3557000458240509
scatter,,train,,,,,,0.3017667013737278,0.3041241466999054
scatter,,train,,,,,,0.3513036135928526,0.4012576937675476
scatter,,train,,,,,,0.3112761562489504,0.3351413309574127
scatter,,train,,,,,,0.3835480133006415,0.3388897478580475
scatter,,train,,,,,,0.2998480166593893,0.3292121887207031
scatter,,train,,,,,,0.0045385080442011,0.04992610961198807
scatter,,train,,,,,,0.5123966962516374,0.5233803987503052
scatter,,train,,,,,,0.0024057031538642,0.0060619330033659935
scatter,,train,,,,,,0.3306897188728042,0.2941695749759674
scatter,,train,,,,,,0.042861821113089,0.14274732768535614
scatter,,train,,,,,,0.2783226413193161,0.2942807674407959
scatter,,train,,,,,,0.0115792832432069,0.03408362716436386
scatter,,train,,,,,,0.0379706445437141,0.05982876941561699
scatter,,train,,,,,,0.7794312963927049,0.5364974141120911
scatter,,train,,,,,,0.4424856413529036,0.4011031687259674
scatter,,train,,,,,,0.6009849528095926,0.4875970184803009
scatter,,train,,,,,,0.4317796325529843,0.30026426911354065
scatter,,train,,,,,,0.4128195008900682,0.3927275836467743
scatter,,train,,,,,,0.4517138010949518,0.4267332851886749
scatter,,train,,,,,,0.4406677190743291,0.4208557903766632
scatter,,train,,,,,,0.3920120579048131,0.32691511511802673
scatter,,train,,,,,,0.4141084203808819,0.4063015282154083
scatter,,train,,,,,,0.250008396869647,0.27841076254844666
scatter,,train,,,,,,0.4834917542740067,0.4595508873462677
scatter,,train,,,,,,0.2486523024216571,0.3012615144252777
scatter,,train,,,,,,0.3048441540993518,0.31265920400619507
scatter,,train,,,,,,0.0023259328922177,0.040232084691524506
scatter,,train,,,,,,0.3600031908104658,0.3580387234687805
scatter,,train,,,,,,0.0200811137607899,0.042163848876953125
scatter,,train,,,,,,0.0011335774023444,0.09952585399150848
scatter,,train,,,,,,0.8288130185067007,0.5371988415718079
scatter,,train,,,,,,0.3823220703321801,0.37014567852020264
scatter,,train,,,,,,0.4118706546199576,0.4157327711582184
scatter,,train,,,,,,0.3404174923588486,0.3584953248500824
scatter,,train,,,,,,0.0578922177812111,0.07425909489393234
scatter,,train,,,,,,0.4277407382527793,0.40123024582862854
scatter,,train,,,,,,0.3136692640983441,0.32938140630722046
scatter,,train,,,,,,0.5356992913042019,0.5117603540420532
scatter,,train,,,,,,0.4077771806670473,0.39308738708496094
scatter,,train,,,,,,0.1940348638027743,0.20728512108325958
scatter,,train,,,,,,0.0232173445739428,0.014376821927726269
scatter,,train,,,,,,0.2564949786719511,0.27456504106521606
scatter,,train,,,,,,0.3786904242098545,0.386992871761322
scatter,,train,,,,,,0.3770992174117489,0.32092002034187317
scatter,,train,,,,,,0.03803781950089,0.03994623199105263
scatter,,train,,,,,,0.3759320525308164,0.37476658821105957
scatter,,train,,,,,,0.4481283377556848,0.4244043529033661
scatter,,train,,,,,,1.0,0.6465858221054077
scatter,,train,,,,,,0.0897373459174419,0.19032925367355347
scatter,,train,,,,,,0.4654678735767306,0.4536743462085724
scatter,,train,,,,,,0.3842071675679306,0.36707010865211487
scatter,,train,,,,,,0.3420968662882477,0.3296169638633728
scatter,,train,,,,,,0.2077763409800826,0.22852186858654022
scatter,,train,,,,,,0.4378967520908206,0.4115893542766571
scatter,,train,,,,,,0.3017625029389044,0.3339456617832184
scatter,,train,,,,,,0.4341181607496725,0.37737151980400085
scatter,,train,,,,,,0.4011646458200383,0.37268364429473877
scatter,,train,,,,,,0.3400816175729688,0.352622926235199
scatter,,train,,,,,,0.261360964632385,0.29158976674079895
scatter,,train,,,,,,0.2882687334161824,0.3218495547771454
scatter,,train,,,,,,0.3591635038457663,0.33715954422950745
scatter,,train,,,,,,0.4360326470291876,0.4143991768360138
scatter,,train,,,,,,0.4125046182783058,0.2745509743690491
scatter,,train,,,,,,0.2806317804722399,0.28646883368492126
scatter,,train,,,,,,0.3870998891613206,0.35855817794799805
scatter,,train,,,,,,0.4550305646055151,0.4310973584651947
scatter,,train,,,,,,0.049533134047627,0.07349652796983719
scatter,,train,,,,,,0.4355456285896618,0.45303773880004883
scatter,,train,,,,,,0.3914746582474053,0.39828845858573914
scatter,,train,,,,,,0.3251351896013166,0.35684776306152344
scatter,,train,,,,,,0.3029506599939542,0.2941367030143738
scatter,,train,,,,,,0.0503476304033856,0.2195722609758377
scatter,,train,,,,,,0.0863785980586437,0.10500187426805496
scatter,,train,,,,,,0.3327048374366036,0.3622469902038574
scatter,,train,,,,,,0.4075840526651664,0.40115174651145935
scatter,,train,,,,,,0.4037088973230779,0.3917393982410431
scatter,,train,,,,,,0.1186771571558123,0.13266438245773315
scatter,,train,,,,,,0.2309936855540254,0.23597407341003418
scatter,,train,,,,,,0.1750621368353877,0.18905028700828552
scatter,,train,,,,,,0.2857580693917307,0.311671644449234
scatter,,train,,,,,,0.4586076310751352,0.44833365082740784
scatter,,train,,,,,,0.6034559101367011,0.5665038228034973
scatter,,train,,,,,,0.1175267860141739,0.09767909348011017
scatter,,train,,,,,,0.1426502199979847,0.24601493775844574
scatter,,train,,,,,,0.4770681489940551,0.4303007423877716
scatter,,train,,,,,,0.6382821801632352,0.6199944019317627
scatter,,train,,,,,,0.3605405904678735,0.37996575236320496
scatter,,train,,,,,,0.320575689382998,0.3003796935081482
scatter,,train,,,,,,0.0134433883048399,0.03789069876074791
scatter,,train,,,,,,0.1103768515097571,0.13536770641803741
scatter,,train,,,,,,0.003786988210795,0.022671321406960487
scatter,,train,,,,,,0.2008279313471937,0.19291268289089203
scatter,,train,,,,,,0.5224910153494777,0.4678216874599457
scatter,,train,,,,,,0.0331508413663386,0.05984950810670853
scatter,,train,,,,,,0.3332801531589023,0.36600035429000854
scatter,,train,,,,,,0.4780841702213416,0.43412259221076965
scatter,,train,,,,,,0.1011360964632385,0.15835289657115936
scatter,,train,,,,,,0.408276664259564,0.4534635841846466
scatter,,train,,,,,,0.3925326638229268,0.3951881229877472
scatter,,train,,,,,,0.4214011016692977,0.4058346450328827
scatter,,train,,,,,,0.3857521915829778,0.3705480694770813
scatter,,train,,,,,,0.1808727706311087,0.2291794866323471
scatter,,train,,,,,,0.3903074933664729,0.37692785263061523
scatter,,train,,,,,,0.3816419238907735,0.40942537784576416
scatter,,train,,,,,,0.0196612702784402,0.13897301256656647
scatter,,train,,,,,,0.5823229100191448,0.500835657119751
scatter,,test,,,,,,0.3921170187754005,0.3644811511039734
scatter,,test,,,,,,0.365452759211366,0.3020183742046356
scatter,,test,,,,,,0.6539295170960266,0.5128632187843323
scatter,,test,,,,,,0.4276147852080744,0.3858289122581482
scatter,,test,,,,,,0.4427543411816075,0.34604743123054504
scatter,,test,,,,,,0.1223843751049608,0.23876652121543884
scatter,,test,,,,,,0.4668911429818964,0.39312946796417236
scatter,,test,,,,,,0.4753761797601855,0.4303492605686188
scatter,,test,,,,,,0.7093297618647768,0.09669789671897888
scatter,,test,,,,,,0.3980745977899438,0.30767473578453064
scatter,,test,,,,,,0.1765651765021999,0.3181394636631012
scatter,,test,,,,,,0.508661371040876,0.43574291467666626
scatter,,test,,,,,,0.4211282034057703,0.28397369384765625
scatter,,test,,,,,,0.4891974271991402,0.3668658435344696
scatter,,test,,,,,,0.2822985590971685,0.3068241477012634
scatter,,test,,,,,,0.6921329728277299,0.4290272295475006
scatter,,test,,,,,,0.3004693850132671,0.30758777260780334
scatter,,test,,,,,,0.3843079300036946,0.34962978959083557
scatter,,test,,,,,,0.0161219897222315,0.05165664479136467
scatter,,test,,,,,,0.4218041514123535,0.34033364057540894
scatter,,test,,,,,,0.4372837806065899,0.297659307718277
scatter,,test,,,,,,0.0109369227152117,0.058132290840148926
scatter,,test,,,,,,0.338691935646391,0.2957211434841156
scatter,,test,,,,,,0.0395324622980552,0.20526272058486938
scatter,,test,,,,,,0.206033990528331,0.3454529047012329
scatter,,test,,,,,,0.3503090048030094,0.31041184067726135
scatter,,test,,,,,,0.459019077687838,0.36149048805236816
scatter,,test,,,,,,0.3917685486850502,0.40040940046310425
scatter,,test,,,,,,0.4701386205622544,0.43972083926200867
scatter,,test,,,,,,0.4074489231014678,0.4250416159629822
scatter,,test,,,,,,0.2150480300943807,0.3481368124485016
scatter,,test,,,,,,0.0077419138145299,0.08188144862651825
scatter,,test,,,,,,0.4686460887381184,0.4348635673522949
scatter,,test,,,,,,0.5206562993316093,0.3444090783596039
scatter,,test,,,,,,0.3316133745339737,0.3909321129322052
scatter,,test,,,,,,0.4400673428945689,0.29889976978302
scatter,,test,,,,,,0.197372619487455,0.33110085129737854
scatter,,test,,,,,,0.4865860007389245,0.3572341203689575
scatter,,test,,,,,,0.0651471131562153,0.17784491181373596
scatter,,test,,,,,,0.449463440029557,0.4437088668346405
scatter,,test,,,,,,0.0461366002754173,0.2380044013261795
scatter,,test,,,,,,0.1900127632418634,0.3613632321357727
